fecha,ID,wst
2013-04-23,P1,16.214029539999984
2013-04-23,P2,17.952662379999992
2013-04-23,P3,18.66133185999999
2013-04-23,P4,18.613099800000015
2013-05-25,P1,15.869189299999988
2013-05-25,P2,16.286567519999977
2013-05-25,P3,18.68449843999997
2013-05-25,P4,17.621494219999988
2013-06-10,P1,20.175134939999992
2013-06-10,P2,21.319412079999978
2013-06-10,P3,22.161764119999987
2013-06-10,P4,23.734812879999993
2013-06-26,P1,21.26700243999997
2013-06-26,P2,23.69151796
2013-06-26,P3,25.373183799999993
2013-06-26,P4,25.456735399999985
2013-07-12,P1,27.084472479999988
2013-07-12,P2,29.73685599999999
2013-07-12,P3,29.848891100000003
2013-07-12,P4,30.703775879999995
2013-07-28,P1,27.012694059999973
2013-07-28,P2,28.03620115999999
2013-07-28,P3,28.595237319999967
2013-07-28,P4,28.766518099999985
2013-10-16,P1,22.813086819999995
2013-10-16,P2,21.981368619999984
2013-10-16,P3,23.389972639999996
2013-10-16,P4,22.70826754000001
2014-01-04,P1,10.617971239999974
2014-01-04,P2,9.628264559999991
2014-01-04,P3,9.561803059999988
2014-01-04,P4,9.226077540000006
2014-03-09,P1,11.171690479999995
2014-03-09,P2,13.540758119999992
2014-03-09,P3,13.699885940000001
2014-03-09,P4,14.192080820000001
2014-04-10,P1,15.882101820000003
2014-04-10,P2,18.25230879999998
2014-04-10,P3,17.806447079999998
2014-04-10,P4,19.70610664
2014-06-13,P1,25.508005699999984
2014-06-13,P2,27.34044419999998
2014-06-13,P3,24.801614900000004
2014-07-31,P1,25.385716539999976
2014-07-31,P2,26.026405399999987
2014-07-31,P3,27.220053939999985
2014-07-31,P4,27.049532720000002
2014-09-01,P1,23.74164891999999
2014-09-01,P2,27.258031939999995
2014-09-01,P3,26.23490461999998
2014-09-01,P4,27.056748539999973
2014-09-17,P1,24.388034479999988
2014-09-17,P2,25.204181699999992
2014-09-17,P3,26.329849620000005
2014-09-17,P4,26.042356159999997
2014-10-03,P1,24.487916619999993
2014-10-03,P2,23.82406118
2014-10-03,P3,25.041635859999985
2014-10-03,P4,24.381578219999994
2014-12-06,P1,14.850239560000006
2014-12-06,P2,9.311528039999985
2014-12-06,P3,13.100213319999995
2014-12-06,P4,9.205189639999986
2014-12-22,P1,12.645996440000005
2014-12-22,P2,10.392761699999994
2014-12-22,P3,12.955896919999986
2014-12-22,P4,10.500999000000007
2015-01-07,P1,11.01674023999999
2015-01-07,P2,9.295957060000006
2015-01-07,P3,11.251064499999984
2015-01-07,P4,8.785152960000005
2015-02-08,P1,10.8086208
2015-02-08,P2,5.0777405999999985
2015-02-08,P3,6.875239339999979
2015-02-08,P4,4.4678139199999976
2015-02-24,P1,11.772122660000008
2015-02-24,P2,9.409511279999975
2015-02-24,P3,9.640037739999997
2015-03-12,P1,8.994411739999975
2015-03-12,P3,13.608738739999978
2015-03-12,P4,15.063675920000009
2015-03-28,P1,13.291242659999995
2015-03-28,P2,13.19515831999999
2015-03-28,P3,13.704063519999977
2015-03-28,P4,14.845682199999999
2015-04-13,P1,15.136973460000007
2015-04-13,P2,16.74724065999999
2015-04-13,P3,17.291465399999993
2015-04-13,P4,17.97317049999998
2015-05-15,P1,18.638545059999984
2015-05-15,P2,19.384432979999985
2015-05-15,P3,21.263964200000004
2015-05-31,P1,22.707887760000006
2015-05-31,P2,24.733254499999987
2015-05-31,P3,24.85972124
2015-05-31,P4,25.74612775999998
2015-06-16,P1,23.953186379999977
2015-06-16,P2,23.990025040000006
2015-06-16,P3,24.484118819999992
2015-06-16,P4,24.427911379999983
2015-07-18,P1,28.94007755999999
2015-07-18,P2,29.911554800000005
2015-07-18,P3,30.385520239999977
2015-07-18,P4,30.481984359999984
2015-09-20,P1,23.339841679999978
2015-09-20,P2,22.907652039999988
2015-09-20,P3,23.85824138000001
2015-09-20,P4,23.071337219999975
2015-10-06,P1,22.030740019999996
2015-10-06,P2,21.006093579999998
2015-10-06,P3,21.848445620000007
2015-10-06,P4,21.11167241999999
2015-10-22,P1,19.165299919999995
2015-10-22,P2,17.007389959999983
2015-10-22,P3,18.660952080000015
2015-10-22,P4,17.019922699999995
2015-11-23,P1,15.463584260000005
2015-11-23,P2,10.252243099999987
2015-11-23,P3,13.201614579999983
2015-11-23,P4,8.589186479999995
2016-05-01,P1,15.052282519999977
2016-05-01,P2,14.52856589999999
2016-05-01,P3,16.338977159999985
2016-05-01,P4,13.596965559999973
2016-06-02,P1,21.729574479999997
2016-06-02,P2,22.55787466000001
2016-06-02,P3,22.58218058
2016-06-02,P4,22.936895100000015
2016-06-18,P1,20.79569545999999
2016-06-18,P2,21.73375206
2016-06-18,P3,23.292748959999983
2016-06-18,P4,21.641085739999994
2016-07-04,P1,25.03707849999998
2016-07-04,P2,26.566072779999985
2016-07-04,P3,26.77115397999998
2016-08-21,P2,26.546324220000002
2016-08-21,P3,27.465012039999976
2016-08-21,P4,27.733896279999982
2016-09-06,P1,28.241282359999985
2016-09-06,P2,29.11477635999998
2016-09-06,P3,29.732298639999982
2016-09-06,P4,29.763440599999996
2016-10-08,P1,24.136999900000006
2016-10-08,P2,23.399846919999987
2016-10-08,P3,23.198943299999996
2016-10-08,P4,22.842329879999994
2016-11-25,P2,12.092656979999987
2016-11-25,P3,13.226680060000007
2016-11-25,P4,11.297397660000001
2016-12-11,P1,14.476536039999985
2016-12-11,P2,11.361200699999983
2016-12-11,P3,13.110087600000014
2016-12-11,P4,9.827649059999999
2017-01-12,P1,11.281826679999995
2017-01-12,P2,8.457023039999996
2017-01-12,P3,9.65143114
2017-01-12,P4,9.391281840000005
2017-03-01,P1,11.929351580000002
2017-03-01,P2,13.888256819999981
2017-03-01,P3,14.043207060000015
2017-03-01,P4,14.290064059999992
2017-03-17,P1,15.130137420000011
2017-03-17,P2,16.82965292
2017-03-17,P3,16.581656579999986
2017-03-17,P4,16.61507721999999
2017-04-02,P1,14.917460619999986
2017-04-02,P2,15.781460119999991
2017-04-02,P3,16.622293039999988
2017-04-18,P1,18.54246071999998
2017-04-18,P2,21.708686580000006
2017-04-18,P3,21.51955613999999
2017-04-18,P4,22.608385399999975
2017-05-04,P1,13.764068759999986
2017-05-04,P3,18.67842196000001
2017-05-04,P4,18.975030139999973
2017-06-21,P1,28.156971199999987
2017-06-21,P2,28.830700919999998
2017-06-21,P3,30.747830359999995
2017-06-21,P4,30.637694159999995
2017-08-08,P1,27.02218855999999
2017-08-08,P2,28.192290740000004
2017-08-08,P3,28.840954979999992
2017-08-08,P4,27.727060239999986
2017-08-24,P2,27.75478418
2017-08-24,P3,28.951850739999998
2017-08-24,P4,28.96324414
2017-10-27,P1,20.994320399999992
2017-10-27,P2,19.937772440000003
2017-10-27,P3,21.21307367999998
2017-10-27,P4,20.53858439999999
2017-11-12,P1,15.267997559999998
2017-11-12,P2,12.890574759999993
2017-11-12,P3,14.76137104
2017-11-12,P4,13.583673260000012
2017-11-28,P1,16.20491481999997
2017-11-28,P2,11.063073400000007
2017-11-28,P3,11.68401369999998
2017-11-28,P4,9.786632819999994
2018-01-15,P1,11.039147259999993
2018-01-15,P2,9.050239399999981
2018-01-15,P3,7.892669960000006
2018-01-15,P4,7.032848040000005
2018-01-31,P1,10.065771119999994
2018-01-31,P2,10.489605599999976
2018-01-31,P3,11.07788481999998
2018-01-31,P4,9.90360505999999
2018-04-05,P1,14.629967160000007
2018-04-05,P2,16.65419455999998
2018-04-05,P3,15.324204999999978
2018-04-05,P4,18.031276839999975
2018-04-21,P1,13.44125575999999
2018-04-21,P2,18.41523441999999
2018-04-21,P3,18.050645619999983
2018-04-21,P4,21.00115643999999
2018-06-24,P1,24.80807115999997
2018-06-24,P2,26.369726519999972
2018-06-24,P3,28.244700379999983
2018-06-24,P4,29.364291819999977
2018-07-10,P1,27.009276039999975
2018-07-10,P2,28.146717139999993
2018-07-10,P3,28.755124699999982
2018-07-10,P4,29.62330177999999
2018-07-26,P1,27.386777359999968
2018-07-26,P2,29.101104279999987
2018-07-26,P3,29.389737079999975
2018-07-26,P4,30.418181319999974
2018-08-27,P1,26.743809819999996
2018-08-27,P3,27.881630699999988
2018-08-27,P4,27.920748040000007
2018-09-12,P1,26.062484499999982
2018-09-12,P2,26.78368671999999
2018-09-12,P3,27.34462178000001
2018-09-12,P4,27.744150339999976
2018-09-28,P1,24.83009839999997
2018-09-28,P2,23.873052799999982
2018-09-28,P3,25.401667299999986
2018-09-28,P4,23.931918699999983
2019-01-02,P1,13.729129
2019-01-02,P2,9.014160299999986
2019-01-02,P3,10.055517059999971
2019-01-02,P4,8.152819260000001
2019-02-03,P1,11.261698339999981
2019-02-03,P2,6.029089499999998
2019-02-03,P3,7.763164979999999
2019-03-07,P1,12.460663799999992
2019-03-07,P2,14.728709960000003
2019-03-07,P3,14.74542027999999
2019-03-07,P4,15.18254705999999
2019-03-23,P1,15.176090799999969
2019-03-23,P2,16.987261619999998
2019-03-23,P3,15.991098679999993
2019-03-23,P4,16.09212015999998
2019-05-26,P1,17.70504581999998
2019-05-26,P2,19.572803859999993
2019-05-26,P3,19.989042740000002
2019-05-26,P4,20.607704359999985
2019-06-27,P1,24.93681658
2019-06-27,P2,25.868416919999987
2019-06-27,P3,24.36524767999998
2019-06-27,P4,26.39061441999999
2019-07-29,P1,26.561515419999978
2019-07-29,P2,26.289592939999977
2019-07-29,P3,27.54286694000001
2019-07-29,P4,26.69519797999999
2019-08-14,P1,27.44336457999998
2019-08-14,P2,26.667853820000005
2019-08-14,P3,28.696638579999984
2019-08-14,P4,27.77187427999999
2019-08-30,P1,28.815509719999994
2019-08-30,P2,29.50177217999999
2019-08-30,P3,29.423157720000006
2019-08-30,P4,30.025109019999974
2019-10-17,P1,21.258267499999988
2019-10-17,P2,18.39206783999998
2019-10-17,P3,20.883044859999984
2019-10-17,P4,19.249990859999997
2019-11-02,P1,20.16146286
2019-11-02,P2,19.767630999999994
2019-11-02,P3,19.98486516
2019-11-02,P4,20.727714840000004
2020-01-05,P1,10.777099059999983
2020-01-05,P2,7.8915306199999975
2020-01-05,P3,8.980739659999983
2020-01-05,P4,7.21210419999997
2020-02-06,P1,11.754652779999986
2020-02-06,P2,11.784655399999991
2020-02-06,P3,12.869307079999999
2020-02-06,P4,11.589068700000013
2020-02-22,P1,11.509694679999996
2020-02-22,P2,12.418887999999981
2020-02-22,P3,14.573379939999995
2020-02-22,P4,13.220983359999991
2020-04-26,P1,16.662549719999987
2020-04-26,P2,19.738008159999993
2020-04-26,P3,19.718639379999985
2020-04-26,P4,21.559053259999985
2020-05-28,P1,22.673707559999997
2020-05-28,P2,24.93187943999999
2020-05-28,P3,24.239540500000004
2020-06-29,P1,27.185873740000005
2020-06-29,P2,29.45543902
2020-06-29,P3,30.641491959999996
2020-06-29,P4,31.339527599999997
2020-07-31,P1,28.158110539999996
2020-07-31,P2,29.12844843999997
2020-07-31,P3,28.535232079999986
2020-07-31,P4,30.209302320000006
2020-08-16,P1,27.881250919999985
2020-08-16,P2,28.464213220000005
2020-08-16,P3,29.407966520000002
2020-08-16,P4,29.203644879999985
2020-11-20,P1,17.41869170000001
2020-11-20,P2,12.558647039999983
2020-11-20,P3,15.201536059999995
2020-11-20,P4,11.55298959999999
2020-12-06,P1,13.876863419999978
2020-12-06,P2,9.642696199999989
2020-12-06,P4,8.79426767999999
2020-12-22,P1,12.818416560000003
2020-12-22,P2,10.293639119999995
2020-12-22,P3,12.182285059999998
2020-12-22,P4,11.674898979999995
2021-01-23,P1,9.973104799999987
2021-01-23,P2,10.003487199999995
2021-01-23,P3,8.457782599999973
2021-01-23,P4,9.453945539999978
2021-03-28,P1,14.14536787999998
2021-03-28,P2,14.359184019999987
2021-03-28,P3,15.869948859999994
2021-03-28,P4,17.517054719999976
2021-04-29,P1,17.73694734
2021-04-29,P2,18.262562859999974
2021-04-29,P3,18.522332379999966
2021-04-29,P4,19.504443459999976
2021-07-18,P1,26.038178579999993
2021-07-18,P2,26.99142637999998
2021-07-18,P3,27.269045559999967
2021-07-18,P4,28.013414359999985
2021-09-20,P1,24.253972139999973
2021-09-20,P2,22.79789561999999
2021-09-20,P3,23.408581859999998
2021-09-20,P4,20.12120618
2021-10-06,P1,20.8557007
2021-10-06,P2,18.444857259999992
2021-10-06,P3,22.041373859999993
2021-10-06,P4,20.02664096000001
2021-11-07,P1,17.242853559999986
2021-11-07,P2,11.412470999999982
2021-11-07,P3,13.640260479999995
2021-11-07,P4,10.646834519999999
2021-12-09,P1,11.774401339999997
2021-12-09,P2,8.839081719999967
2021-12-09,P3,9.303932439999983
2021-12-09,P4,6.907520639999973
2022-01-10,P1,13.040967639999991
2022-01-10,P2,10.655189679999978
2022-01-10,P3,10.952177640000002
2022-01-26,P1,9.688269799999972
2022-01-26,P2,8.503735979999988
2022-01-26,P3,9.212405459999985
2022-01-26,P4,7.70429907999997
2022-02-11,P1,10.981420700000001
2022-02-11,P2,11.512353139999988
2022-02-11,P3,11.537798400000014
2022-02-11,P4,12.018979659999985
2022-04-16,P1,16.40088129999998
2022-04-16,P2,18.191543999999993
2022-04-16,P3,17.11258902
2022-04-16,P4,19.80143142
2022-05-18,P1,21.706407899999988
2022-05-18,P2,24.853264980000006
2022-05-18,P3,23.14425498
2022-05-18,P4,25.012013019999983
2022-06-03,P1,23.182992540000015
2022-06-03,P2,25.051130360000002
2022-06-03,P3,25.385336759999973
2022-06-03,P4,27.450580400000007
2022-07-05,P1,29.02932585999997
2022-07-05,P2,29.482783179999984
2022-07-05,P3,29.228330580000005
2022-07-05,P4,31.296612459999977
2022-07-21,P1,30.604653299999995
2022-07-21,P2,31.75614625999998
2022-07-21,P3,31.171285060000002
2022-07-21,P4,32.510009559999986
2022-08-06,P1,28.8861488
2022-08-06,P2,29.791544319999986
2022-08-06,P3,30.508948739999994
2022-08-06,P4,31.127610359999977
2022-08-22,P1,28.8861488
2022-08-22,P2,28.495734959999993
2022-08-22,P3,28.648786299999983
2022-08-22,P4,28.379902059999978
2022-12-28,P1,13.766727220000007
2022-12-28,P2,12.833227980000004
2022-12-28,P3,12.587130540000004
2022-12-28,P4,11.783516059999982
2023-04-03,P1,14.174231159999977
2023-04-03,P2,15.104312379999982
2023-04-03,P3,16.18554603999999
2023-04-03,P4,14.094097579999982
2023-05-21,P2,15.242172519999997
2023-05-21,P3,20.274257519999992
2023-05-21,P4,20.781643599999967
2023-06-22,P1,26.296808760000005
2023-06-22,P2,27.060926120000005
2023-06-22,P3,27.600593499999974
2023-06-22,P4,29.014134659999996
2023-07-08,P1,27.470708739999992
2023-07-08,P2,29.98940969999998
2023-07-08,P3,29.106800980000003
2023-07-08,P4,30.271966020000008
2023-10-12,P2,24.276758940000008
2023-10-12,P3,24.89048342000001
2023-10-12,P4,23.94635033999998
2023-10-28,P1,20.363126039999997
2023-10-28,P2,18.70652568
2023-10-28,P3,20.32932561999999
2023-10-28,P4,19.512039060000006
2023-12-15,P1,13.440496199999984
2023-12-15,P2,10.878880100000003
2023-12-15,P3,11.650213279999974
2023-12-15,P4,9.866386620000014
2024-02-01,P1,10.27237144
2024-02-01,P2,11.526784779999986
2024-02-01,P3,11.81617713999998
2024-02-01,P4,12.317866519999995
2024-04-21,P1,16.844844120000005
2024-04-21,P3,18.81932033999999
2024-04-21,P4,18.98832243999999
2024-05-07,P1,18.78627947999999
2024-05-07,P2,18.95983893999997
2024-05-07,P3,19.192264299999977
2024-05-07,P4,20.95482328
2024-07-10,P1,26.845590859999987
2024-07-10,P2,28.209380839999994
2024-07-10,P3,28.31154165999999
2024-07-10,P4,29.306565259999985
2024-07-26,P1,28.362432179999985
2024-07-26,P2,28.515483520000004
2024-07-26,P3,29.922568419999976
2024-07-26,P4,30.473249419999973
2024-08-11,P1,29.830661659999976
2024-08-11,P2,30.372227939999988
2024-08-11,P3,31.30800586000001
2024-08-11,P4,31.742474179999988
2024-08-27,P1,29.007678400000003
2024-08-27,P2,28.90437823999997
2024-08-27,P3,29.99548618
2024-08-27,P4,30.302348419999987
2024-09-28,P1,22.72080027999999
2024-09-28,P2,19.58837483999997
2024-09-28,P3,22.484577119999983
2024-09-28,P4,19.23328053999998
2025-02-03,P1,10.162615020000004
2025-02-03,P2,9.62218808
2025-02-03,P3,10.448589359999971
2025-02-03,P4,9.208607660000013
2025-04-08,P1,15.152924219999989
2025-04-08,P2,17.97810763999999
2025-04-08,P3,17.750619419999992
2025-04-08,P4,20.05968181999998
2025-04-24,P1,16.62115369999998
2025-04-24,P2,19.47178237999998
2025-04-24,P3,19.092761939999974
2025-04-24,P4,20.299322999999987
2025-05-26,P1,20.55909251999998
2025-05-26,P2,20.229443479999986
2025-05-26,P3,23.321232459999976
2025-05-26,P4,24.93681658
2025-06-27,P1,27.44488369999999
2025-06-27,P2,28.93969777999999
2025-06-27,P3,29.30960349999998
2025-06-27,P4,29.75318654
2025-07-13,P1,26.57670661999998
2025-07-13,P2,26.242120440000008
2025-07-13,P3,27.744909899999982
2025-07-13,P4,27.07877578
